Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201306,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,24583
200711,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,24586
201210,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,24592
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,24601
201309,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,24629
201806,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,24645
201811,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,24656
200609,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,24662
201107,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,24662
201507,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,24664
201406,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,24674
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,24678
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,24678
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,24687
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,24689
201907,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,24710
201408,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,24720
201408,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,24730
201406,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,24734
201510,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,24772
201908,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,24778
201008,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,24779
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,24796
201908,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,24798
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,24816
201001,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,24824
201808,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,24827
201903,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,24831
201208,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,24858
200708,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,24867
201207,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,24868
201305,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,24879
200908,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,24898
200605,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,24910
200906,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,24923
201512,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,24930
201906,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,24937
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,24951
201801,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,24951
201308,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,24953
200809,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,24957
201601,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,24959
201705,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,24962
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,24981
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,24988
200607,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,24996
201607,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,24997
201803,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,25032
200612,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,25034
200602,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,25039
201403,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,25040
201001,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,25047
201001,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,25053
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,25056
200708,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,25058
201712,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,25060
201105,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25074
201210,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,25084
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,25092
201801,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,25104
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,25105
201108,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,25158
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,25164
201908,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,25166
201308,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,25167
201507,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,25195
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,25207
201508,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25218
201810,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,25231
201712,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,25241
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,25243
201511,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,25246
200704,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,25255
201904,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25280
201807,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,25286
201903,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25293
201801,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,25295
201207,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,25296
201309,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,25306
200907,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,25310
201705,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,25310
201002,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,25315
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,25339
201802,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,25349
201904,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,25351
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,25362
201401,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,25377
201210,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,25393
200611,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,25395
201505,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25399
201905,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,25437
201804,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,25446
201408,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,25450
201712,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,25465
201712,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,25467
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,25478
201904,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,25484
200609,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,25495
200908,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,25497
200512,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,25505
201509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,25516
201707,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,25524
201906,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25543
201402,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,25550
201607,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,25573
200704,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,25576
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,25581
201306,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,25592
201511,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,25594
201901,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,25600
201509,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,25626
201603,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25660
200705,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,25673
201509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25698
201611,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25715
201611,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25717
200809,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,25770
201602,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,25785
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,25787
201306,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,25795
201507,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25803
201707,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,25807
201504,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,25813
201106,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25825
201207,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,25832
201407,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,25845
201508,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,25852
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,25880
201402,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,25888
201604,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25892
201606,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25898
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,25924
201507,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25943
200707,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,25971
201510,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,25971
201507,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,25986
201403,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25989
201503,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,25991
200703,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,25996
201002,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,25999
201506,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,26006
201902,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,26018
201107,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,26024
201311,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,26033
201808,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,26033
200703,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26044
201509,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,26046
201506,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26050
201207,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,26065
201611,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26082
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,26083
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,26087
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26098
200509,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,26120
200710,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,26120
200701,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,26154
201604,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,26155
201102,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,26166
201803,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,26185
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26203
201204,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,26203
201805,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,26229
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26237
201901,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,26237
201307,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,26240
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,26263
201703,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,26271
201003,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,26295
200705,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,26305
201304,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,26310
201902,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,26310
201908,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,26314
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,26322
201702,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,26339
201506,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,26353
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,26382
201304,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,26399
200806,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,26446
201709,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26462
201908,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,International,A,26462
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,26464
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,26475
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26525
200508,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26535
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,26535
201706,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,26537
201207,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 1,B,26578
201405,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,26582
201403,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,26585
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,26605
201207,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,26605
201906,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26633
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26645
201210,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,26653
201701,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,26665
201801,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,26676
200806,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,26682
201009,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,26703
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,26704
200909,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,26729
201405,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,26750
200705,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,26789
201709,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,26797
200512,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,26801
200701,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,26807
201601,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,26814
201005,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,26854
201808,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,26860
201601,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26862
201305,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,26864
201504,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,26890
200905,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,26893
201106,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26926
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,26955
201701,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,26959
201305,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,26977
200711,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,26993
201510,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,27010
201602,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,27023
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,27028
201310,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,27056
200711,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,27060
201908,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,International,A,27063
200703,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,27078
201406,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,27080
201102,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,27085
201003,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,27120
201812,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,27131
201303,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,27144
201312,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,27144
201004,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,27178
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,27204
201604,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,27206
201807,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,27240
201108,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,27244
200507,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,27271
200707,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,27281
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,27330
200706,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,27342
201905,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,27352
200708,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,27366
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,27386
201702,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,27398
200511,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,27469
200508,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,27472
200705,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,27473
201611,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,27484
200606,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,27485
201503,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,27485
201401,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,27506
200704,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,27512
201611,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,27532
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,27543
201701,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,27543
201804,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,27543
201311,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,27577
201303,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,27597
